id,short_desc_processed,product,component,reporter,bug_status,resolution,priority,bug_severity,version,short_desc,opendate,dup_list,root_id,disc_id
202,browser send russian locale ru stat,Tomcat 3,Encoding,dev,RESO,FIXE,P1,nor,3.2.1,"If browser send russian locale (ru) then StaticInterceptor traps with a ""non ISO-8859-1"" charset exception at attempt to write buf to ServletOutputStream, the date gets cyricllic characters BugRat Report#311",10/26/2000,,,
203,tomcat sh en ruin tomcat hom,Tomcat 3,Unknown,dev,CLOS,LATE,P1,nor,3.2.1,`tomcat.sh env` ruins the shell if $TOMCAT_HOME is not set BugRat Report#312,10/26/2000,,,
204,long time require shutdown tomcat,Tomcat 3,Unknown,dev,RESO,FIXE,P1,nor,3.2.1,Long time required to shutdown tomcat if more then 1 or 2 contexts configured in server.xml BugRat Report#313,10/26/2000,,,
205,tomcat incorrectly cache web page critical,Tomcat 3,Unknown,anonymous-bug,RESO,FIXE,P1,nor,Unkno,Tomcat incorrectly caches web pages.  Critical problem. BugRat Report#315,10/26/2000,,,
206,post invoke bug rat,Tomcat 4,Unknown,dev,RESO,WORK,P1,nor,Unkno,doPost() not invoked just after init() BugRat Report#317,10/27/2000,,,
207,mod jk conf auto generate tomcat,Tomcat 3,Config,markk,RESO,FIXE,P1,nor,3.2.x,mod_jk.conf-auto is not generated when tomcat is started BugRat Report#319,10/28/2000,,,
208,request remote host return string,Tomcat 3,Connecto,anonymous-bug,RESO,FIXE,P1,nor,3.2.1,request.getRemoteHost() returns empty string when using mod_jserv BugRat Report#320,10/29/2000,,,
209,property project element,Ant,Core,bdeweese,CLOS,WONT,P1,nor,1.2,Using a ${property} in the project element for basedir no longer works BugRat Report#321,10/30/2000,,,
210,problem white space url bug rat report,Tomcat 3,Encoding,anonymous-bug,RESO,FIXE,P1,nor,3.3.x,Problem with white spaces in URL BugRat Report#322,10/30/2000,,,
211,tomcat mishandle utf encode text,Tomcat 3,Servlet,rbeaubie,RESO,FIXE,P1,nor,3.2.1,Tomcat 3.1 mishandles UTF-8 encoded text above the ascii range BugRat Report#323,10/31/2000,,,
212,apache tomcat bad link handle bug rat rep,Tomcat 3,Unknown,anonymous-bug,RESO,INVA,P1,nor,3.2.x,Apache + Tomcat bad link handling BugRat Report#325,11/1/2000,,,
213,error index html bug rat report,Tomcat 3,Webapps,seapwc,RESO,FIXE,P1,nor,3.2.1,Error on index.html BugRat Report#326,11/1/2000,,,
214,session encode worker url,Tomcat 3,Connecto,shai,RESO,FIXE,P1,nor,3.2 F,session ID does not encode worker name in URL BugRat Report#328,11/1/2000,,,
215,java package name start bug,Tomcat 3,Jasper,st8,RESO,WONT,P1,nor,3.2.1,.java Package names that start with a '.' BugRat Report#329,11/2/2000,,,
216,long java class file name bug rat report,Tomcat 3,Jasper,st8,RESO,FIXE,P1,nor,3.2.1,Long .java / .class file names BugRat Report#330,11/2/2000,,,
217,error resolve java home java sy,Tomcat 3,Unknown,andreas,CLOS,LATE,P1,nor,3.2.1,Error when resolving java_home if java is a symbolic link BugRat Report#332,11/2/2000,,,
218,process tomcat bug rat report,Tomcat 4,Catalina,Ozgur.Amac,RESO,INVA,P1,nor,4.0.3,IIS & in-process tomcat BugRat Report#333,11/2/2000,,,
219,tomcat recognise include file tag corre,Tomcat 3,Unknown,tomcat-bugs,RESO,WORK,P1,nor,Unkno,tomcat cannot recognise include file tag correctly BugRat Report#336,11/3/2000,,,
220,use stamp stamp today value touch bug,Ant,Core tas,anonymous-bug,RESO,FIXE,P1,enh,1.2,"Use DSTAMP, TSTAMP, TODAY values in touch BugRat Report#339",11/3/2000,,,
221,add cvs login functionality bug rat report,Ant,Core tas,anonymous-bug,CLOS,LATE,P1,enh,1.2,add cvs login functionality BugRat Report#340,11/3/2000,,,
222,ant fail verify class static initial,Ant,Core tas,anonymous-bug,RESO,FIXE,P1,nor,1.2,Ant fails to verify class with static initializer code during rmic task BugRat Report#343,11/4/2000,,,
223,security authentication port true,Tomcat 3,Auth,anton.betha,RESO,WONT,P1,nor,3.1 F,security.authentication port must be True or False BugRat Report#347,11/6/2000,,,
224,mic need debug generation parameter support,Ant,Core tas,John.Bach,CLOS,FIXE,P1,enh,1.2,RMIC needs debug generation parameter support/property BugRat Report#350,11/6/2000,,,
225,unable set class path system set proper,Tomcat 3,Unknown,anonymous-bug,RESO,INVA,P1,nor,3.2.1,"Unable to set CLASSPATH using System.setProperty(""java.class.path""); BugRat Report#351",11/7/2000,,,
226,jsp forward jakarta bug rat report,Tomcat 3,Jasper,yewbeng,RESO,INVA,P1,nor,3.2.1,JSP forward In Jakarta BugRat Report#357,11/8/2000,,,
227,reload class bug rat report,Tomcat 3,Unknown,anonymous-bug,RESO,WORK,P1,nor,Unkno,reload .class BugRat Report#358,11/8/2000,,,
228,error log bug rat report,Tomcat 3,Servlet,anonymous-bug,RESO,INVA,P1,nor,3.2.1,error log BugRat Report#359,11/8/2000,,,
229,fix build oro xml bug rat report,ORO,Main,jhunder1,CLOS,FIXE,P1,nor,Unkno,"fix ""build-oro.xml"" BugRat Report#364",11/9/2000,,,
230,post large datum amount byte vi,Tomcat 3,Connecto,vschmidt,RESO,FIXE,P1,nor,3.2.1,"When posting large dataamounts (>8188 Byte) via AJP13, data isn't chunked and lead to packet errors BugRat Report#367",11/10/2000,,,
231,java lang illegal argument exception cookie nam,Tomcat 3,Servlet,reibenstein,CLOS,LATE,P1,nor,3.2.1,java.lang.IllegalArgumentException: Cookie name Path is a reserved token BugRat Report#368,11/10/2000,,,
232,tomcat sh need handle start msg stop,Tomcat 3,Unknown,mnorman,CLOS,LATE,P1,nor,3.2.1,tomcat.sh needs to handle start_msg and stop_msg args for System V style init scripts BugRat Report#369,11/10/2000,,,
233,xml ie ret rei ving xsl ge,Tomcat 4,Catalina,mayank.shah,CLOS,FIXE,P1,nor,Night,When using XML with IE retreiving XSL using GET appends the POST params BugRat Report#370,11/10/2000,,,
234,set multiple cookie ser let response,Tomcat 4,Servlet,anonymous-bug,RESO,FIXE,P1,nor,4.0.1,Can't set multiple cookies in servlet response headers through Ajp13 BugRat Report#371,11/10/2000,,,
235,apache mod jk pj problem request di,Tomcat 3,Connecto,anonymous-bug,CLOS,FIXE,P1,nor,3.2.x,"Apache, mod_jk + APJ13 problems with RequestDispatcher.forward() BugRat Report#373",11/12/2000,,,
236,inconsistent application class load ha vio,Tomcat 3,Servlet,emarceta,RESO,INVA,P1,nor,3.2.1,Inconsistent application class loading behaviour BugRat Report#377,11/13/2000,,,
237,ssl stop work index jsp welcome page,Tomcat 3,Servlet,anonymous-bug,RESO,WORK,P1,nor,3.2.1,SSL stopped working for index.jsp welcome page BugRat Report#379,11/13/2000,,,
238,tomcat stop socket exception bug rat rep,Tomcat 3,Connecto,schoger,RESO,FIXE,P1,nor,3.2.1,Tomcat stops after socket exception BugRat Report#382,11/14/2000,,,
239,communication breakdown apache tom,Tomcat 3,Connecto,sharad.kumar,CLOS,LATE,P1,nor,3.2.1,Communication Breakdown between Apache and Tomcat BugRat Report#386,11/15/2000,,,
240,readable report jp buffer read,Tomcat 3,Connecto,badams,RESO,FIXE,P1,nor,3.2.1,(more readable report) AJP13 - buffer overread for POST data with apache and mod_jk BugRat Report#390,11/15/2000,,,
241,socket close close underlying,Tomcat 3,Connecto,bschneid,RESO,INVA,P1,nor,3.2.1,socket.close() doesn't always close underlying connection in HttpConnectionHandler BugRat Report#391,11/15/2000,,,
242,ejb deployment bug rat report,Tomcat 3,Unknown,kannanrk,RESO,INVA,P1,nor,3.2.1,EJB deployment BugRat Report#392,11/15/2000,,,
243,null pointer exception cause java ser let,Tomcat 3,Unknown,jason,RESO,FIXE,P1,nor,Unkno,NullPointerExceptions caused by javax.servlet.ServletRequestWrapper.getInputStream() BugRat Report#394,11/15/2000,,,
244,asynchronous flushing output buffer,Tomcat 3,Jasper,anonymous-bug,RESO,WONT,P1,nor,3.1 F,Asynchronous flushing of outputbuffers when using programmatic include in taglibs BugRat Report#396,11/16/2000,,,
245,unable integrate apache tomcat,Tomcat 3,Connecto,venkat.rao,RESO,INVA,P1,nor,3.2.1,I am unable to integrate Apache with Tomcat on sun os 5.7 BugRat Report#397,11/16/2000,,,
246,mime type handle bug rat report,Tomcat 3,Servlet,anonymous-bug,RESO,WONT,P1,nor,3.1.1,MIME-TYPE handling BugRat Report#398,11/16/2000,,,
247,unable restart tomcat shutdown bug ra,Tomcat 3,Unknown,iahmed,RESO,FIXE,P1,nor,3.2.1,Unable to restart Tomcat after shutdown. BugRat Report#399,11/16/2000,,,
248,add cookie work follow,Tomcat 3,Servlet,anonymous-bug,RESO,INVA,P1,nor,3.2.1,addCookie will not work if it is followed by sendRedirect BugRat Report#400,11/16/2000,[258],248.0,248.0
249,copy command case retentive bug rat repo,Ant,Core tas,jhkeller,RESO,WONT,P1,nor,1.2,Copy command is not case retentive BugRat Report#401,11/16/2000,,,
250,jsp include cause illegal state exception cann,Tomcat 3,Jasper,mathewjimmy,RESO,FIXE,P1,nor,3.2.1,JSP include causes IllegalStateException: Cannot forward as OutputStream or Writer has already been obtained BugRat Report#402,11/17/2000,,,
251,add context path method ser let context,Tomcat 3,Unknown,wyn_easton,RESO,WONT,P1,enh,Unkno,Add getContextPath() method to ServletContext BugRat Report#405,11/17/2000,,,
252,error api redirect dll startup jp,Tomcat 3,Connecto,anonymous-bug,RESO,FIXE,P1,nor,3.2.1,Error at isapi_redirect.dll startup if ajp13 worker defined BugRat Report#408,11/17/2000,,,
253,post parameter present jsp page serve,Tomcat 3,Connecto,anonymous-bug,RESO,FIXE,P1,nor,3.2.1,POST parameters not present in JSP pages served by isapi_redirect.dll BugRat Report#409,11/17/2000,,,
254,tomcat apache conf generate,Tomcat 3,Connecto,antmil,RESO,WONT,P1,nor,3.1 F,tomcat-apache.conf is generated with some '\'s instead of '/'s. BugRat Report#415,11/20/2000,,,
255,api redirect dll response send redirect,Tomcat 3,Servlet,milton,RESO,FIXE,P1,nor,3.2.1,isapi_redirect.dll and response.sendRedirect() problem. BugRat Report#416,11/20/2000,,,
256,response encode url work port bu,Tomcat 3,Servlet,anonymous-bug,RESO,FIXE,P1,nor,3.2.1,response.encodeURL does not work on port 80 BugRat Report#417,11/20/2000,,,
257,alias tomcat apache conf generate ou,Tomcat 3,Connecto,java,RESO,WONT,P1,nor,3.1 F,Alias's in tomcat-apache.conf generated without quote delimiters BugRat Report#425,11/23/2000,,,
258,response send redirect reset destroy cookie,Tomcat 3,Unknown,kevin.guan,RESO,DUPL,P1,nor,Unkno,response.SendRedirect() resets/destroys Cookies that were set by response.addCookie() BugRat Report#440,11/27/2000,,248.0,248.0
259,failure jsp set property iv prope,Tomcat 3,Jasper,anonymous-bug,RESO,INVA,P1,nor,Unkno,"failure with <jsp:setProperty name=""ivb"" property=""*""/> BugRat Report#441",11/27/2000,,,
261,add su port failure target bug,Ant,Core,anonymous-bug,CLOS,WONT,P1,enh,1.2,Adding suport for failure and done targets BugRat Report#452,11/28/2000,,,
262,method overload problem bean bug rat,Tomcat 3,Jasper,mpedro,RESO,FIXE,P1,nor,3.2.1,Method overloading problem using beans BugRat Report#466,11/28/2000,,,
263,type field jsp plugin correctly expand,Tomcat 3,Jasper,markk,RESO,FIXE,P1,nor,3.2.x,type field in jsp:plugin not correctly expanded BugRat Report#467,11/28/2000,,,
264,mod jk get infinite loop client,Tomcat 3,Connecto,bjv,RESO,FIXE,P1,nor,3.2 F,"mod_jk gets in an infinite loop when client does not send ""content-length"" # of bytes to server BugRat Report#468",11/28/2000,"[265, 268, 462]",264.0,264.0
265,mod jk get infinite loop client,Tomcat 3,Unknown,bjv,RESO,DUPL,P1,nor,3.2 F,mod_jk gets in an infinite loop when client does not send content-length # of bytes to server BugRat Report#469,11/28/2000,,264.0,264.0
266,session encode url work beta,Tomcat 3,Connecto,tomcat-bugs,RESO,DUPL,P1,nor,3.2 F,Session encodeURL not working in 3.2beta8 with SSL and mod_jk BugRat Report#477,11/29/2000,,578.0,266.0
267,session invalidate method response send,Tomcat 3,Servlet,Eric.Combes,RESO,WONT,P1,nor,3.1.1,session.invalidate() method and response.sendRedirect BugRat Report#482,11/29/2000,,,
268,mod jk get infinite loop client,Tomcat 3,Unknown,bjv,RESO,DUPL,P1,nor,3.2 F,mod_jk gets in an infinite loop when client does not send content-length number of bytes to server BugRat Report#486,11/29/2000,,264.0,264.0
269,encode url work ssl scheme bug,Tomcat 3,Connecto,mex02,RESO,DUPL,P1,nor,3.2.x,encodeURL() not working in SSL Scheme (Bug in HttpServletResponseFacade.toAbsolut(String url)) BugRat Report#487,11/30/2000,[266],578.0,266.0
270,invalid sym link jar file web lib,Tomcat 3,Servlet,kief,RESO,FIXE,P1,enh,3.2.1,An invalid symlinked .jar file in WEB-INF/lib gives ambiguous error BugRat Report#489,11/30/2000,,,
271,jsp example fail source bug rat rep,Tomcat 3,Webapps,hans,RESO,FIXE,P1,nor,3.2.1,JSP Examples fail to show source. BugRat Report#494,11/30/2000,,,
272,bug rat report,Ant,Other,dev,CLOS,INVA,P1,nor,unspe,BugRat Report#512,12/1/2000,,,
273,request add function sql exec,Ant,Core tas,johan.adelow,RESO,FIXE,P1,enh,1.2,Request for added functionallity for SqlExec task BugRat Report#514,12/4/2000,,,
274,request user principal work,Tomcat 3,Servlet,stebbi,RESO,FIXE,P1,nor,3.2.1,request.getUserPrincipal() doesn't work when user is authenticated with a X509 client certificate. BugRat Report#516,12/4/2000,,,
275,mount request,Tomcat 3,Connecto,dev,RESO,FIXE,P1,nor,3.2 F,"If nothing is mounted to ""/"" and a request is made that doesn't get mapped to any of the mounted contextes, then Tomcat doesn't give any reply and eats up all the CPU time it can BugRat Report#517",12/4/2000,,,
276,ni problem buffer reader read fail mc,Tomcat 3,Connecto,dave_smith,CLOS,LATE,P1,nor,3.2.1,JNI problem: bufferedreader.read fails in Tomcat/IIS/JNI set-up BugRat Report#518,12/4/2000,,,
277,ant binary distribution function,Ant,Build Pr,anonymous-bug,CLOS,WORK,P1,nor,1.2,Ant binary distribution doesn't function when installed according to docs BugRat Report#520,12/4/2000,,,
278,bug parameter value test er let java file,Watchdog,Servlet,srv,UNCO,---,P1,nor,unspe,Bug in GetParameterValuesTestServlet.java file BugRat Report#521,12/4/2000,,,
279,logical error parameter value test er let,Watchdog,Servlet,srv,UNCO,---,P1,nor,unspe,Logical Error in GetParameterValuesTestServlet BugRat Report#522,12/4/2000,,,
280,ee jar sd kee compatible,Tomcat 3,Unknown,anonymous-bug,RESO,WORK,P1,nor,3.2 F,J2EE.JAR from j2sdkee1.2.1 not compatible with Tomcat-3.2 BugRat Report#524,12/5/2000,,,
281,reload able war archive bug rat report,Tomcat 3,Config,seanblaes,CLOS,LATE,P5,enh,3.3.x,Reloadable WAR Archives BugRat Report#525,12/5/2000,,,
282,http ser let request path translate return,Tomcat 3,Servlet,jucius,RESO,WORK,P1,nor,3.2.1,HttpServletRequest.getPathTranslated returns null BugRat Report#526,12/5/2000,,,
283,trouble start tomcat bug rat report,Tomcat 3,Config,ashutoshaman,RESO,WORK,P1,nor,3.2.1,Trouble starting Tomcat BugRat Report#527,12/5/2000,,,
284,jsp include error message descriptive,Tomcat 3,Jasper,katkere,RESO,FIXE,P5,enh,3.2.1,<jsp:include> error message is not descriptive BugRat Report#529,12/5/2000,,,
285,patch bad default character encoding jsp,Tomcat 3,Jasper,girgen,RESO,FIXE,P1,nor,3.2.1,[PATCH] bad default character encoding in jsp pages BugRat Report#530,12/5/2000,,,
286,tomcat mod jk refuse load apache,Tomcat 3,Connecto,jceklosk,RESO,FIXE,P1,nor,3.2.1,Tomcat mod_jk.so refuses to load with Apache 1.3.14 undefined symbol BugRat Report#532,12/5/2000,,,
287,class path include lib loading,Tomcat 3,Servlet,B_Adept,RESO,WORK,P1,nor,3.2.1,classpath does not include /lib after loading a war file BugRat Report#534,12/5/2000,,,
288,mime type properly handle bug rat,Tomcat 3,Servlet,B_Adept,RESO,FIXE,P1,nor,3.2.1,mime-types are not properly handled. BugRat Report#535,12/5/2000,,,
289,jp connector request read fail http pos,Tomcat 3,Connecto,Hans.Schuell,RESO,FIXE,P1,nor,3.2.x,Ajp13ConnectorRequest.doRead fails on HTTP POST BugRat Report#536,12/6/2000,,,
290,nice feature able clu,Ant,Core,zack,CLOS,WORK,P1,enh,1.2,It would be a nice feature to be able to include build files. BugRat Report#537,12/6/2000,,,
291,html file location er,Tomcat 3,Servlet,Catherine.Jung,RESO,FIXE,P1,nor,3.2.x,Using an html file as the <location> in an <error-page> in web.xml causes a StackOverflowError. BugRat Report#538,12/6/2000,"[315, 338]",291.0,291.0
292,problem multiple add cookie call,Tomcat 3,Connecto,rp,RESO,FIXE,P1,nor,3.2.x,Problem with multiple addCookie calls using ajp13 BugRat Report#539,12/6/2000,,,
293,null pointer exception context manager fi,Tomcat 3,Servlet,dquaroni,RESO,WORK,P1,nor,3.2.1,Null Pointer Exception in ContextManager on first request BugRat Report#541,12/6/2000,,,
294,mod jk jp post multi form datum failure,Tomcat 3,Connecto,dzehme,RESO,DUPL,P1,nor,3.2 F,mod_jk ajp13 POST multipart/form-data failure BugRat Report#542,12/6/2000,,526.0,294.0
295,config file multiple user id bug rat rep,Tomcat 3,Servlet,tomcat-bugs,CLOS,LATE,P1,nor,3.2.1,Config files with Multiple User IDs BugRat Report#546,12/6/2000,,,
296,recompile ser let receive er,Tomcat 3,Servlet,anonymous-bug,CLOS,LATE,P1,nor,3.2.1,"After recompiling a servlet, i receive this error message: BugRat Report#548",12/7/2000,"[330, 393, 679, 2382, 3236]",296.0,296.0
297,class find exception report,Tomcat 3,Servlet,s.stormacq,RESO,INVA,P1,nor,3.2.1,ClassNotFound Exception are never reported in log files BugRat Report#549,12/7/2000,,,
298,jp mangle multi request bug rat,Tomcat 3,Connecto,smcphers,RESO,FIXE,P1,nor,3.2.x,Ajp 13 is mangling multi-part requests BugRat Report#550,12/7/2000,,,
299,upgrade tomcat hag condition hard,Tomcat 3,Servlet,dev,RESO,WORK,P1,nor,3.2.1,"upgraded b7-->b8, Tomcat hags. Conditions hard to identify BugRat Report#552",12/7/2000,,,
300,include file fail compile path,Tomcat 3,Jasper,gpickering,RESO,WONT,P1,nor,3.2.1,include files fail to compile if pathname is too long BugRat Report#553,12/7/2000,[1755],300.0,300.0
301,jsp plugin generate bad code bug rat report,Tomcat 3,Jasper,craiga,RESO,FIXE,P1,nor,3.2.1,<jsp:plugin> generates bad code. BugRat Report#554,12/7/2000,[342],301.0,301.0
302,chinese code url problem bug rat report,Tomcat 3,Connecto,jimmyfan,RESO,INVA,P1,nor,3.2.1,Chinese coded url problem BugRat Report#555,12/7/2000,,,
303,memory error bug rat report,Tomcat 3,Unknown,anonymous-bug,RESO,WORK,P1,nor,3.2.1,Out of memory error BugRat Report#556,12/8/2000,,,
304,slow performance redirection netscape,Tomcat 3,Connecto,anonymous-bug,CLOS,LATE,P1,nor,3.2.1,Slow performance in redirection for netscape BugRat Report#557,12/8/2000,,,
305,user principal return wrong user bug rat rep,Tomcat 3,Unknown,anonymous-bug,RESO,FIXE,P1,nor,3.2 F,getUserPrincipal returns wrong user BugRat Report#558,12/8/2000,,,
306,class serial iz able bug rat,Regexp,Other,java,CLOS,DUPL,P1,nor,unspe,Why is the RE class not Serializable? BugRat Report#559,12/9/2000,,19329.0,306.0
307,authentication fail es jd bc realm,Tomcat 3,Auth,a.schweitz,RESO,FIXE,P1,nor,3.2.1,Authentication failes using the JDBCRealm with Sybase ASE 11.9.2 for Linux BugRat Report#560,12/9/2000,[407],307.0,307.0
308,ter method allow custom tag lib cl,Tomcat 3,Unknown,anonymous-bug,RESO,WORK,P1,nor,Unkno,getter methods not allowed in custom taglib classes BugRat Report#562,12/9/2000,,,
